//SQLite data types: https://www.sqlite.org/datatype3.html,,,,,,,,,,,,,,,,,,,,,,,
//wget -O azq_global_element_info_list.csv https://docs.google.com/spreadsheets/d/1ddl-g_qyoMYLF8PMkjrYPrpXusdinTZxsWLQOzJ6xu8/export?format=csv,,,,,,,,,,,,,,,,,,,,,,,
id,var_name,csharp_oldname,db_table,var_type,db_type,val_min,val_max,n_arg_max,name,expiry (millis),definition,category,omit_param_check,,,,,,,,,,
40847,event_20448_video_waiting,,statement_sum_video,String,,,,,,,,Video,,,,,,,,,,,
40848,event_20449_video_error,,statement_sum_video,String,,,,,,,,Video,,,,,,,,,,,
40849,event_20450_video_end,,statement_sum_video,String,,,,,,,,Video,,,,,,,,,,,
40850,event_20451_video_quality_change,,statement_sum_video,String,,,,,,,,Video,,,,,,,,,,,
40851,event_20452_video_timeout,,statement_sum_video,String,,,,,,,,Video,,,,,,,,,,,
40852,event_20453_video_player_interrupted,,statement_sum_video,String,,,,,,,,Video,,,,,,,,,,,
40853,event_20454_video_fatal_error,,statement_sum_video,String,,,,,,,,Video,,,,,,,,,,,
40861,event_30561_nperf_test_start,,statement_sum_nperf_test,String,,,,,,,,nPerf,,,,,,,,,,,
40862,event_30562_nperf_test_success,,statement_sum_nperf_test,String,,,,,,,,nPerf,,,,,,,,,,,
40863,event_30563_nperf_test_fail,,statement_sum_nperf_test,String,,,,,,,,nPerf,,,,,,,,,,,
40864,event_30564_nperf_test_timeout,,statement_sum_nperf_test,String,,,,,,,,nPerf,,,,,,,,,,,
40871,event_30621_whatsapp_call_init,,statement_sum_whats_app_call,String,,,,,,,,Application test,,,,,,,,,,,
40872,event_30622_whatsapp_call_end,,statement_sum_whats_app_call,String,,,,,,,,Application test,,,,,,,,,,,
40891,event_20461_facebook_video_statement_start,,statement_sum_facebook_video,String,,,,,,,,Application test,,,,,,,,,,,
40892,event_20462_facebook_video_statement_stop,,statement_sum_facebook_video,String,,,,,,,,Application test,,,,,,,,,,,
40893,event_20463_facebook_video_started_playing,,statement_sum_facebook_video,String,,,,,,,,Application test,,,,,,,,,,,
40894,event_20465_facebook_video_finished_playing,,statement_sum_facebook_video,String,,,,,,,,Application test,,,,,,,,,,,
40895,event_20468_facebook_video_timeout,,statement_sum_facebook_video,String,,,,,,,,Application test,,,,,,,,,,,
40896,event_20469_facebook_video_result,,statement_sum_facebook_video,String,,,,,,,,Application test,,,,,,,,,,,
40897,event_20470_facebook_video_error,,statement_sum_facebook_video,String,,,,,,,,Application test,,,,,,,,,,,
40901,event_30651_shell_command_start,,statement_sum_shell_command,String,,,,,,,,,,,,,,,,,,,
40902,event_30652_shell_command_end,,statement_sum_shell_command,String,,,,,,,,,,,,,,,,,,,
40911,event_20901_sftp_download_start,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40912,event_20902_sftp_download_end,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40913,event_20903_sftp_download_connecting,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40914,event_20904_sftp_download_connected,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40915,event_20905_sftp_download_authenticating,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40916,event_20906_sftp_download_authenticated,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40917,event_20907_sftp_download_downloading,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40918,event_20908_sftp_download_downloaded,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40919,event_20909_sftp_download_success,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40920,event_20910_sftp_download_timeout,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40921,event_20911_sftp_download_failed,,statement_sum_sftp_download,String,,,,,,,,SFTP,,,,,,,,,,,
40931,event_20921_sftp_upload_start,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40932,event_20922_sftp_upload_end,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40933,event_20923_sftp_upload_connecting,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40934,event_20924_sftp_upload_connected,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40935,event_20925_sftp_upload_authenticating,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40936,event_20926_sftp_upload_authenticated,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40937,event_20927_sftp_upload_uploading,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40938,event_20928_sftp_upload_uploaded,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40939,event_20929_sftp_upload_success,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40940,event_20930_sftp_upload_timeout,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
40941,event_20931_sftp_upload_failed,,statement_sum_sftp_upload,String,,,,,,,,SFTP,,,,,,,,,,,
100001,session_tag,,session_tag,String,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8002,nr_p_plus_scell_nr_pusch_tput_mbps,,nr_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8003,nr_p_plus_scell_nr_ul_pdcp_tput_mbps,,nr_pdcp_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8004,nr_p_plus_scell_nr_pdsch_tput_mbps,,nr_throughput,Double,double,0,2000,1,,2000,for Exynos PDSCH is LTE and NR combined,NR,,,,,,,,,,,
8551,nr_p_plus_scell_nr_dl_pdcp_endc_tput_mbps,,nr_pdcp_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8550,nr_p_plus_scell_nr_dl_pdcp_tput_mbps_alt,,nr_pdcp_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8005,nr_p_plus_scell_nr_dl_pdcp_tput_mbps,,nr_pdcp_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8125,nr_p_plus_scell_lte_dl_pdcp_tput_mbps,,nr_pdcp_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8126,nr_p_plus_scell_lte_ul_pdcp_tput_mbps,,nr_pdcp_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8222,nr_p_plus_scell_nr_pusch_tput_kbps,,nr_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8223,nr_p_plus_scell_nr_ul_pdcp_tput_kbps,,nr_pdcp_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8224,nr_p_plus_scell_nr_pdsch_tput_kbps,,nr_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8225,nr_p_plus_scell_nr_dl_pdcp_tput_kbps,,nr_pdcp_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8226,nr_p_plus_scell_lte_dl_pdcp_tput_kbps,,nr_pdcp_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8227,nr_p_plus_scell_lte_ul_pdcp_tput_kbps,,nr_pdcp_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8256,nr_p_plus_scell_nr_dl_mac_tput_mbps,,nr_mac_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8257,nr_p_plus_scell_nr_ul_mac_tput_mbps,,nr_mac_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8254,nr_p_plus_scell_nr_dl_mac_tput_kbps,,nr_mac_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8255,nr_p_plus_scell_nr_ul_mac_tput_kbps,,nr_mac_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8660,nr_p_plus_scell_nr_dl_mac_tput_mbps_alt,,nr_mac_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8661,nr_p_plus_scell_nr_dl_mac_tput_kbps_alt,,nr_mac_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8662,nr_p_plus_scell_nr_ul_mac_tput_kbps_alt,,nr_mac_throughput,Double,double,0,2000,1,,2000,,NR,,,,,,,,,,,
8663,nr_p_plus_scell_nr_ul_mac_tput_mbps_alt,,nr_mac_throughput,Double,double,0,2000000,1,,2000,,NR,,,,,,,,,,,
8006,nr_band,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8127,nr_band_type,,nr_cell_meas,String,text,,,8,,2000,,NR,,,,,,,,,,,
8007,nr_bw,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8008,nr_ssb_scs,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8009,nr_dl_frequency,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8010,nr_dl_arfcn,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8011,nr_servingbeam_pci,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8012,nr_servingbeam_ssb_index,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8013,nr_servingbeam_ss_rsrp,,nr_cell_meas,Double,double,-140,0,8,,2000,,NR,,,,,,,,,,,
8014,nr_servingbeam_ss_rsrq,,nr_cell_meas,Double,double,-34,0,8,,2000,,NR,,,,,,,,,,,
8015,nr_servingbeam_ss_sinr,,nr_cell_meas,Double,double,-20,40,8,,2000,,NR,,,,,,,,,,,
8016,nr_numerology_scs,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8017,nr_numlayers,,nr_deb_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8244,nr_servingbeam_csi_rsrp,,nr_csi_rs_rsrp,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8245,nr_servingbeam_csi_rsrq,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8246,nr_servingbeam_csi_sinr,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8247,nr_servingbeam_csi_rssi,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8248,nr_pdsch_assign_num,,nr_cell_meas,Integer,int,,,8,,2000,Count of Allocated PDSCH Slots in 1second,NR,,,,,,,,,,,
8249,nr_pusch_assign_num,,nr_cell_meas,Integer,int,,,8,,2000,Count of Allocated PUSCH Slots in 1second,NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8018,nr_dl_rb,,nr_cell_meas,Integer,int,,,8,,2000,"""Sum of Allocated RBs / Count of Allocated RBs"" in 1second",NR,,,,,,,,,,,
8019,nr_dl_mcs_mode,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8020,nr_dl_mcs_avg,,nr_deb_stat,Double,double,,,8,,2000,"""Sum of Allocated MCS / Count of Allocated MCS"" in 1second",NR,,,,,,,,,,,
8021,nr_modulation,,nr_dci_11,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8022,nr_qpsk,,nr_pdsch_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8023,nr_16qam,,nr_pdsch_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8024,nr_64qam,,nr_pdsch_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8025,nr_256qam,,nr_pdsch_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8026,nr_1024qam,,nr_pdsch_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8027,nr_ul_rb,,nr_ul_rb,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8028,nr_pdsch_tput_mbps,,nr_pdsch_throughput,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8029,nr_pusch_tput_mbps,,nr_pusch_stat,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8030,nr_pusch_tx_power,,nr_deb_stat,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8031,nr_pusch_dl_pathloss,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8032,nr_pusch_mtpl,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8033,nr_pusch_tpc_command,,nr_dci_11,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8034,nr_pusch_f_i,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8035,nr_pucch_tx_power,,nr_deb_stat,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8307,nr_pucch_tx_power_rx2,,nr_deb_stat,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8036,nr_pucch_dl_pathloss,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8037,nr_pucch_mtpl,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8038,nr_pucch_tpc_command,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8039,nr_pucch_g_i,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8040,nr_pdsch_tx_mode,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8091,nr_srs_tx_power,,nr_tx_srs_status,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8092,nr_srs_mtpl,,nr_deb_stat,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8093,nr_srs_pc_adj_state,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8094,nr_srs_dl_pathloss,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8095,nr_ul_mcs_mode,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8096,nr_ul_mcs_avg,,nr_deb_stat,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8097,nr_ul_modulation,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8098,nr_ul_p2_bpsk,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8099,nr_ul_qpsk,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8100,nr_ul_16qam,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8101,nr_ul_64qam,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8102,nr_ul_256qam,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8103,nr_ul_1024qam,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8104,nr_ul_tx_mode,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8105,nr_li,,nr_csi_report,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8106,nr_wb_coi,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8107,nr_ri,,nr_deb_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8108,nr_cri,,nr_csi_report,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8109,nr_wb_pmi_i1_1,,nr_csi_report,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8110,nr_wb_pmi_i1_2,,nr_csi_report,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8111,nr_wb_pmi_i1_3,,nr_csi_report,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8112,nr_wb_pmi_i2,,nr_csi_report,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8113,nr_num_rx_ant,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8114,nr_num_tx_ant,,nr_deb_stat,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8115,nr_dl_pdcp,,nr_pdcp_throughput,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8116,nr_ul_pdcp,,nr_pdcp_throughput,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8117,nr_num_crc_pass_tb,,nr_pdsch_status,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8118,nr_num_crc_fail_tb,,nr_pdsch_status,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8119,nr_num_ul_crc_pass_tb,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8120,nr_num_ul_crc_fail_tb,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8121,nr_ul_arfcn,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8122,nr_ul_bw,,nr_cell_meas,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8123,nr_num_ul_all_tx_type,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8124,nr_num_ul_re_tx_type,,nr_cell_meas,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8228,nr_mac_tp_dl_mbps,,nr_mac_throughput,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8229,nr_mac_tp_ul_mbps,,nr_mac_throughput,Double,double,,,8,,2000,,NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8231,nr_detectedbeam1_dl_arfcn,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8041,nr_detectedbeam1_pci,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8042,nr_detectedbeam1_ssb_index,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8043,nr_detectedbeam1_ss_rsrp,,nr_intra_neighbor,Double,double,-140,0,8,,2000,,NR,,,,,,,,,,,
8044,nr_detectedbeam1_ss_rsrq,,nr_intra_neighbor,Double,double,-34,0,8,,2000,,NR,,,,,,,,,,,
8045,nr_detectedbeam1_ss_sinr,,nr_intra_neighbor,Double,double,-20,40,8,,2000,,NR,,,,,,,,,,,
8309,nr_detectedbeam1_cell_type,,nr_intra_neighbor,Integer,int,,,8,,2000,"0:IntraFreq, 1:InterFreq1, 2:EutraFreq2",NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8233,nr_detectedbeam2_dl_arfcn,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8046,nr_detectedbeam2_pci,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8047,nr_detectedbeam2_ssb_index,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8048,nr_detectedbeam2_ss_rsrp,,nr_intra_neighbor,Double,double,-140,0,8,,2000,,NR,,,,,,,,,,,
8049,nr_detectedbeam2_ss_rsrq,,nr_intra_neighbor,Double,double,-34,0,8,,2000,,NR,,,,,,,,,,,
8050,nr_detectedbeam2_ss_sinr,,nr_intra_neighbor,Double,double,-20,40,8,,2000,,NR,,,,,,,,,,,
8310,nr_detectedbeam2_cell_type,,nr_intra_neighbor,Integer,int,,,8,,2000,"0:IntraFreq, 1:InterFreq1, 2:EutraFreq2",NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8235,nr_detectedbeam3_dl_arfcn,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8051,nr_detectedbeam3_pci,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8052,nr_detectedbeam3_ssb_index,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8053,nr_detectedbeam3_ss_rsrp,,nr_intra_neighbor,Double,double,-140,0,8,,2000,,NR,,,,,,,,,,,
8054,nr_detectedbeam3_ss_rsrq,,nr_intra_neighbor,Double,double,-34,0,8,,2000,,NR,,,,,,,,,,,
8055,nr_detectedbeam3_ss_sinr,,nr_intra_neighbor,Double,double,-20,40,8,,2000,,NR,,,,,,,,,,,
8311,nr_detectedbeam3_cell_type,,nr_intra_neighbor,Integer,int,,,8,,2000,"0:IntraFreq, 1:InterFreq1, 2:EutraFreq2",NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8237,nr_detectedbeam4_dl_arfcn,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8056,nr_detectedbeam4_pci,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8057,nr_detectedbeam4_ssb_index,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8058,nr_detectedbeam4_ss_rsrp,,nr_intra_neighbor,Double,double,-140,0,8,,2000,,NR,,,,,,,,,,,
8059,nr_detectedbeam4_ss_rsrq,,nr_intra_neighbor,Double,double,-34,0,8,,2000,,NR,,,,,,,,,,,
8060,nr_detectedbeam4_ss_sinr,,nr_intra_neighbor,Double,double,-20,40,8,,2000,,NR,,,,,,,,,,,
8312,nr_detectedbeam4_cell_type,,nr_intra_neighbor,Integer,int,,,8,,2000,"0:IntraFreq, 1:InterFreq1, 2:EutraFreq2",NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8239,nr_detectedbeam5_dl_arfcn,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8061,nr_detectedbeam5_pci,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8062,nr_detectedbeam5_ssb_index,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8063,nr_detectedbeam5_ss_rsrp,,nr_intra_neighbor,Double,double,-140,0,8,,2000,,NR,,,,,,,,,,,
8064,nr_detectedbeam5_ss_rsrq,,nr_intra_neighbor,Double,double,-34,0,8,,2000,,NR,,,,,,,,,,,
8065,nr_detectedbeam5_ss_sinr,,nr_intra_neighbor,Double,double,-20,40,8,,2000,,NR,,,,,,,,,,,
8313,nr_detectedbeam5_cell_type,,nr_intra_neighbor,Integer,int,,,8,,2000,"0:IntraFreq, 1:InterFreq1, 2:EutraFreq2",NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8241,nr_detectedbeam6_dl_arfcn,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8066,nr_detectedbeam6_pci,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8067,nr_detectedbeam6_ssb_index,,nr_intra_neighbor,Integer,int,,,8,,2000,,NR,,,,,,,,,,,
8068,nr_detectedbeam6_ss_rsrp,,nr_intra_neighbor,Double,double,-140,0,8,,2000,,NR,,,,,,,,,,,
8069,nr_detectedbeam6_ss_rsrq,,nr_intra_neighbor,Double,double,-34,0,8,,2000,,NR,,,,,,,,,,,
8070,nr_detectedbeam6_ss_sinr,,nr_intra_neighbor,Double,double,-20,40,8,,2000,,NR,,,,,,,,,,,
8314,nr_detectedbeam6_cell_type,,nr_intra_neighbor,Integer,int,,,8,,2000,"0:IntraFreq, 1:InterFreq1, 2:EutraFreq2",NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8208,nr_p_plus_scell_nr_rach_pathloss,,nr_prach_status,Double,double,,,8,,2000,,NR,,,,,,,,,,,
8209,nr_p_plus_scell_nr_rach_reason,,nr_prach_status,String,text,,,8,,2000,,NR,,,,,,,,,,,
8210,nr_p_plus_scell_nr_rach_crnti,,nr_rach_stat,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8211,nr_p_plus_scell_nr_rach_contention_type,,nr_rach_stat,String,text,,,1,,2000,,NR,,,,,,,,,,,
8212,nr_p_plus_scell_nr_rach_attempt_number,,nr_rach_stat,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8213,nr_p_plus_scell_nr_rach_result,,nr_rach_stat,String,text,,,1,,2000,,NR,,,,,,,,,,,
8214,nr_p_plus_scell_nr_rach_num_success,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8215,nr_p_plus_scell_nr_rach_num_fail,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8216,nr_p_plus_scell_nr_rach_num_abort,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8217,nr_p_plus_scell_nr_rach_num_other_result,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8218,nr_p_plus_scell_nr_rach_num_first_attempt_success,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8219,nr_p_plus_scell_nr_rach_num_multiple_attempt_success,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8220,nr_p_plus_scell_nr_rach_num_fail_msg2,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8221,nr_p_plus_scell_nr_rach_num_fail_msg4,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
8128,nr_serv_cell_info_band_id,,nr_cell_meas,Integer,int,,,1,,2000,,NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8130,nr_serv_cell_info_rsrp,,nr_cell_meas,Double,double,-140,0,1,,2000,,NR,,,,,,,,,,,
8131,nr_serv_cell_info_rsrq,,nr_cell_meas,Double,double,-34,0,1,,2000,,NR,,,,,,,,,,,
8132,nr_serv_cell_info_rs_sinr,,nr_cell_meas,Double,double,0,30,1,,2000,,NR,,,,,,,,,,,
8133,nr_serv_cell_info_rssi,,nr_cell_meas,Double,double,-130,-20,1,,2000,,NR,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8135,nr_serv_cell_info_best_rs_index_rsrp,,nr_cell_meas,Double,double,,,1,,2000,,NR,,,,,,,,,,,
8136,nr_serv_cell_info_rsrp_rx1,,nr_cell_meas,Double,double,-140,0,4,,2000,,NR,,,,,,,,,,,
8137,nr_serv_cell_info_rsrp_rx2,,nr_cell_meas,Double,double,-140,0,4,,2000,,NR,,,,,,,,,,,
8138,nr_serv_cell_info_rsrp_rx3,,nr_cell_meas,Double,double,-140,0,4,,2000,,NR,,,,,,,,,,,
8139,nr_serv_cell_info_rsrp_rx4,,nr_cell_meas,Double,double,-140,0,4,,2000,,NR,,,,,,,,,,,
8140,nr_serv_cell_info_rsrq_rx1,,nr_cell_meas,Double,double,-34,0,4,,2000,,NR,,,,,,,,,,,
8141,nr_serv_cell_info_rsrq_rx2,,nr_cell_meas,Double,double,-34,0,4,,2000,,NR,,,,,,,,,,,
8142,nr_serv_cell_info_rsrq_rx3,,nr_cell_meas,Double,double,-34,0,4,,2000,,NR,,,,,,,,,,,
8143,nr_serv_cell_info_rsrq_rx4,,nr_cell_meas,Double,double,-34,0,4,,2000,,NR,,,,,,,,,,,
8144,nr_serv_cell_info_rs_sinr_rx1,,nr_cell_meas,Double,double,0,30,4,,2000,,NR,,,,,,,,,,,
8145,nr_serv_cell_info_rs_sinr_rx2,,nr_cell_meas,Double,double,0,30,4,,2000,,NR,,,,,,,,,,,
8146,nr_serv_cell_info_rs_sinr_rx3,,nr_cell_meas,Double,double,0,30,4,,2000,,NR,,,,,,,,,,,
8147,nr_serv_cell_info_rs_sinr_rx4,,nr_cell_meas,Double,double,0,30,4,,2000,,NR,,,,,,,,,,,
8148,nr_serv_cell_info_rs_rssi_rx1,,nr_cell_meas,Double,double,-130,-20,4,,2000,,NR,,,,,,,,,,,
